ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CATEGORY,SUBCATEGORY,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PAYMENTFULLNAME,FLAG,WORTH,YEAR_BIRTH,name,age,city
10320.0,35.0,100.0,1.0,4850.3,11/3/2004,Shipped,Qui_4,11.0,2004.0,Classic Cars,117.0,S12_3380,Furniture,Bookshelf,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Unknown,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,Berglund Christina,EXPENSIVE,GOOD,1999.0,,,
10246.0,22.0,98.18,8.0,2159.96,5/5/2004,Shipped,Qui_2,5.0,2004.0,Trucks and Buses,122.0,S18_2319,Furniture,Chair,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego,EXPENSIVE,GOOD,1968.0,,,
10321.0,24.0,100.0,15.0,2984.88,11/4/2004,Shipped,Qui_4,11.0,2004.0,Classic Cars,115.0,S12_4675,Furniture,Cabinet,FunGiftIdeas.com,5085552555,1785 First Street,Unknown,New Bedford,MA,50553,USA,,Benitez,Violeta,Small,Benitez Violeta,EXPENSIVE,GOOD,1994.0,,,
10367.0,28.0,30.59,12.0,856.52,1/12/2005,Resolved,Qui_1,1.0,2005.0,Vintage Cars,44.0,S24_2022,Office Supplies,Lamp,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Unknown,Pasadena,CA,90003,USA,,Young,Julie,Small,Young Julie,CHEAP,GOOD,1985.0,,,
10424.0,50.0,100.0,6.0,12001.0,5/31/2005,In Process,Qui_2,5.0,2005.0,Classic Cars,214.0,S10_1949,Furniture,Desk,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large,Freyre Diego,EXPENSIVE,EXCELLENT,1982.0,,,
10119.0,38.0,65.77,12.0,2499.26,4/28/2003,Shipped,Qui_2,4.0,2003.0,Ships,72.0,S700_2610,Technology,Laptop,Salzburg Collectables,6562-9555,Geislweg 14,Unknown,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,Pipps Georg,EXPENSIVE,GOOD,1991.0,,,
10280.0,33.0,41.85,14.0,1381.05,8/17/2004,Shipped,Qui_3,8.0,2004.0,Vintage Cars,41.0,S24_3969,Office Supplies,Eraser,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Unknown,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,Accorti Paolo,CHEAP,GOOD,1975.0,,,
10351.0,25.0,74.68,5.0,1867.0,12/3/2004,Shipped,Qui_4,12.0,2004.0,Planes,68.0,S24_2841,Office Supplies,Pencil,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,Unknown,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small,Brown Ann,EXPENSIVE,GOOD,1987.0,,,
10153.0,50.0,88.15,2.0,4407.5,9/28/2003,Shipped,Qui_3,9.0,2003.0,Ships,100.0,S700_3505,Technology,Laptop,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego,EXPENSIVE,EXCELLENT,1975.0,,,
10155.0,34.0,49.16,8.0,1671.44,10/6/2003,Shipped,Qui_4,10.0,2003.0,Planes,49.0,S72_1253,Accessories,Keyboard,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Unknown,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small,Karttunen Matti,CHEAP,GOOD,1982.0,,,
10126.0,38.0,82.34,16.0,3128.92,5/28/2003,Shipped,Qui_2,5.0,2003.0,Vintage Cars,99.0,S18_3320,Furniture,Table,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Unknown,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium,Sommer Mart¡n,EXPENSIVE,GOOD,1964.0,,,
10126.0,31.0,90.17,12.0,2795.27,5/28/2003,Shipped,Qui_2,5.0,2003.0,Vintage Cars,101.0,S18_2949,Furniture,Desk,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Unknown,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,Sommer Mart¡n,EXPENSIVE,GOOD,1983.0,,,
10267.0,43.0,100.0,6.0,5110.98,7/7/2004,Shipped,Qui_3,7.0,2004.0,Classic Cars,107.0,S24_3432,Office Supplies,Lamp,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Medium,Young Jeff,EXPENSIVE,GOOD,1986.0,,,
10394.0,31.0,50.29,2.0,1558.99,3/15/2005,Shipped,Qui_1,3.0,2005.0,Classic Cars,57.0,S24_1444,Office Supplies,Pencil,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego,CHEAP,GOOD,1982.0,,,
10367.0,37.0,100.0,3.0,4703.81,1/12/2005,Resolved,Qui_1,1.0,2005.0,Vintage Cars,170.0,S18_1749,Furniture,Desk,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Unknown,Pasadena,CA,90003,USA,,Young,Julie,Medium,Young Julie,EXPENSIVE,GOOD,1962.0,,,
10304.0,36.0,73.04,2.0,2629.44,10/11/2004,Shipped,Qui_4,10.0,2004.0,Trucks and Buses,64.0,S32_3522,Office Supplies,Lamp,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Unknown,Versailles,,78000,France,EMEA,Tonini,Daniel,Small,Tonini Daniel,EXPENSIVE,GOOD,1995.0,,,
10326.0,32.0,100.0,6.0,3807.68,11/9/2004,Shipped,Qui_4,11.0,2004.0,Trains,100.0,S18_3259,Furniture,Desk,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Unknown,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,Berglund Christina,EXPENSIVE,GOOD,1962.0,,,
10305.0,45.0,61.85,2.0,2783.25,10/13/2004,Shipped,Qui_4,10.0,2004.0,Classic Cars,57.0,S24_1444,Office Supplies,Pencil,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Unknown,Cambridge,MA,51247,USA,,Hernandez,Marta,Small,Hernandez Marta,CHEAP,GOOD,1995.0,,,
10106.0,50.0,64.83,11.0,3241.5,2/17/2003,Shipped,Qui_1,2.0,2003.0,Planes,68.0,S24_3949,Office Supplies,Pencil,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Unknown,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,Rovelli Giovanni,CHEAP,EXCELLENT,1974.0,,,
10382.0,39.0,100.0,1.0,4890.6,2/17/2005,Shipped,Qui_1,2.0,2005.0,Trucks and Buses,121.0,S18_4600,Furniture,Chair,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,Nelson Valarie,EXPENSIVE,GOOD,1996.0,,,
10194.0,41.0,44.78,9.0,1835.98,11/25/2003,Shipped,Qui_4,11.0,2003.0,Vintage Cars,50.0,S18_4668,Furniture,Cabinet,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Unknown,Lyon,,69004,France,EMEA,Saveley,Mary,Small,Saveley Mary,CHEAP,GOOD,1980.0,,,
10162.0,48.0,91.44,2.0,4389.12,10/18/2003,Shipped,Qui_4,10.0,2003.0,Vintage Cars,102.0,S18_1342,Furniture,Desk,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Unknown,San Francisco,CA,,USA,,Brown,Julie,Medium,Brown Julie,EXPENSIVE,GOOD,1974.0,,,
10264.0,37.0,65.1,6.0,2408.7,6/30/2004,Shipped,Qui_2,6.0,2004.0,Motorcycles,69.0,S24_2360,Office Supplies,Eraser,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Unknown,Boston,MA,51003,USA,,Yoshido,Juri,Small,Yoshido Juri,EXPENSIVE,GOOD,1995.0,,,
10423.0,21.0,89.29,5.0,1875.09,5/30/2005,In Process,Qui_2,5.0,2005.0,Vintage Cars,99.0,S18_3320,Furniture,Table,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Unknown,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,Dewey Catherine,EXPENSIVE,GOOD,1995.0,,,
10217.0,39.0,62.05,7.0,2419.95,2/4/2004,Shipped,Qui_1,2.0,2004.0,Trucks and Buses,64.0,S32_3522,Office Supplies,Lamp,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,Victorino Wendy,CHEAP,GOOD,1992.0,,,
10281.0,36.0,77.57,12.0,2792.52,8/19/2004,Shipped,Qui_3,8.0,2004.0,Trucks and Buses,64.0,S32_3522,Office Supplies,Lamp,Diecast Classics Inc.,2155551555,7586 Pompton St.,Unknown,Allentown,PA,70267,USA,,Yu,Kyung,Small,Yu Kyung,EXPENSIVE,GOOD,2000.0,,,
10388.0,50.0,100.0,3.0,7154.5,3/3/2005,Shipped,Qui_1,3.0,2005.0,Planes,118.0,S700_2834,Technology,Desktop,FunGiftIdeas.com,5085552555,1785 First Street,Unknown,New Bedford,MA,50553,USA,,Benitez,Violeta,Large,Benitez Violeta,EXPENSIVE,EXCELLENT,1970.0,,,
10119.0,28.0,70.29,2.0,1968.12,4/28/2003,Shipped,Qui_2,4.0,2003.0,Planes,68.0,S24_3949,Office Supplies,Pencil,Salzburg Collectables,6562-9555,Geislweg 14,Unknown,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,Pipps Georg,EXPENSIVE,GOOD,1972.0,,,
10222.0,31.0,45.69,7.0,1416.39,2/19/2004,Shipped,Qui_1,2.0,2004.0,Planes,49.0,S72_1253,Accessories,Keyboard,Collectable Mini Designs Co.,7605558146,361 Furth Circle,Unknown,San Diego,CA,91217,USA,,Thompson,Valarie,Small,Thompson Valarie,CHEAP,GOOD,1992.0,,,
10307.0,31.0,83.44,7.0,2586.64,10/14/2004,Shipped,Qui_4,10.0,2004.0,Ships,86.0,S18_3029,Furniture,Table,"Classic Gift Ideas, Inc",2155554695,782 First Street,Unknown,Philadelphia,PA,71270,USA,,Cervantes,Francisca,Small,Cervantes Francisca,EXPENSIVE,GOOD,1960.0,,,
10266.0,40.0,100.0,11.0,4468.4,7/6/2004,Shipped,Qui_3,7.0,2004.0,Classic Cars,115.0,S12_4675,Furniture,Cabinet,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Unknown,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,Moroni Maurizio,EXPENSIVE,GOOD,1961.0,,,
10394.0,30.0,60.28,4.0,1808.4,3/15/2005,Shipped,Qui_1,3.0,2005.0,Trains,62.0,S32_3207,Office Supplies,Pen,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego,CHEAP,GOOD,1970.0,,,
10291.0,26.0,57.73,2.0,1500.98,9/8/2004,Shipped,Qui_3,9.0,2004.0,Trucks and Buses,60.0,S18_2432,Furniture,Table,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Unknown,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,Larsson Maria,CHEAP,GOOD,1964.0,,,
10325.0,38.0,100.0,4.0,5190.42,11/5/2004,Shipped,Qui_4,11.0,2004.0,Trucks and Buses,115.0,S50_1392,Accessories,Adapter,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Unknown,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,Bergulfsen Jonas,EXPENSIVE,GOOD,1999.0,,,
10133.0,41.0,94.1,5.0,3858.1,6/27/2003,Shipped,Qui_2,6.0,2003.0,Planes,109.0,S24_1785,Office Supplies,Ruler,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego,EXPENSIVE,GOOD,1987.0,,,
10348.0,29.0,100.0,6.0,7110.8,11/1/2004,Shipped,Qui_4,11.0,2004.0,Vintage Cars,50.0,S18_4668,Furniture,Cabinet,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Unknown,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Large,Sommer Mart¡n,EXPENSIVE,GOOD,1980.0,,,
10350.0,29.0,75.35,12.0,2185.15,12/2/2004,Shipped,Qui_4,12.0,2004.0,Ships,72.0,S700_2610,Technology,Laptop,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego,EXPENSIVE,GOOD,1974.0,,,
10142.0,21.0,100.0,3.0,2334.99,8/8/2003,Shipped,Qui_3,8.0,2003.0,Ships,100.0,S700_3505,Technology,Laptop,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,Nelson Valarie,EXPENSIVE,GOOD,1992.0,,,
10339.0,55.0,100.0,13.0,10758.0,11/23/2004,Shipped,Qui_4,11.0,2004.0,Vintage Cars,88.0,S24_3151,Office Supplies,Pencil,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Unknown,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Large,Shimamura Akiko,EXPENSIVE,EXCELLENT,1961.0,,,
10103.0,41.0,47.29,9.0,1938.89,1/29/2003,Shipped,Qui_1,1.0,2003.0,Vintage Cars,50.0,S18_4668,Furniture,Cabinet,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Unknown,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,Bergulfsen Jonas,CHEAP,GOOD,1963.0,,,
10420.0,36.0,57.73,7.0,2078.28,5/29/2005,In Process,Qui_2,5.0,2005.0,Classic Cars,71.0,S18_4933,Furniture,Table,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,Huxley Adrian,CHEAP,GOOD,1960.0,,,
10140.0,38.0,100.0,8.0,4829.8,7/24/2003,Shipped,Qui_3,7.0,2003.0,Trucks and Buses,136.0,S12_1666,Furniture,Cabinet,Technics Stores Inc.,6505556809,9408 Furth Circle,Unknown,Burlingame,CA,94217,USA,,Hirano,Juri,Medium,Hirano Juri,EXPENSIVE,GOOD,1964.0,,,
10169.0,36.0,63.84,3.0,2298.24,11/4/2003,Shipped,Qui_4,11.0,2003.0,Classic Cars,79.0,S12_3990,Furniture,Bookshelf,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,O'Hara Anna,CHEAP,GOOD,1983.0,,,
10367.0,36.0,100.0,2.0,5018.4,1/12/2005,Resolved,Qui_1,1.0,2005.0,Classic Cars,37.0,S24_2972,Office Supplies,Eraser,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Unknown,Pasadena,CA,90003,USA,,Young,Julie,Medium,Young Julie,EXPENSIVE,GOOD,1995.0,,,
10235.0,34.0,72.55,11.0,2466.7,4/2/2004,Shipped,Qui_2,4.0,2004.0,Planes,74.0,S700_4002,Technology,Laptop,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Unknown,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Small,Lincoln Elizabeth,EXPENSIVE,GOOD,1999.0,,,
10339.0,30.0,62.16,1.0,1864.8,11/23/2004,Shipped,Qui_4,11.0,2004.0,Motorcycles,60.0,S18_2625,Furniture,Table,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Unknown,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,Shimamura Akiko,CHEAP,GOOD,1962.0,,,
10203.0,45.0,85.47,4.0,3846.15,12/2/2003,Shipped,Qui_4,12.0,2003.0,Classic Cars,77.0,S18_1889,Furniture,Bookshelf,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego,EXPENSIVE,GOOD,1994.0,,,
10222.0,43.0,70.35,6.0,3025.05,2/19/2004,Shipped,Qui_1,2.0,2004.0,Vintage Cars,65.0,S24_3420,Office Supplies,Lamp,Collectable Mini Designs Co.,7605558146,361 Furth Circle,Unknown,San Diego,CA,91217,USA,,Thompson,Valarie,Medium,Thompson Valarie,EXPENSIVE,GOOD,1967.0,,,
10180.0,21.0,93.56,5.0,1964.76,11/11/2003,Shipped,Qui_4,11.0,2003.0,Motorcycles,81.0,S50_4713,Accessories,Headphone,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Unknown,Lille,,59000,France,EMEA,Rance,Martine,Small,Rance Martine,EXPENSIVE,GOOD,1972.0,,,
10311.0,43.0,100.0,10.0,5278.68,10/16/2004,Shipped,Qui_4,10.0,2004.0,Classic Cars,132.0,S18_2870,Furniture,Cabinet,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego,EXPENSIVE,GOOD,1973.0,,,
10353.0,46.0,81.17,5.0,3733.82,12/4/2004,Shipped,Qui_4,12.0,2004.0,Motorcycles,99.0,S32_1374,Office Supplies,Eraser,Gift Ideas Corp.,2035554407,2440 Pompton St.,Unknown,Glendale,CT,97561,USA,,Lewis,Dan,Medium,Lewis Dan,EXPENSIVE,GOOD,1999.0,,,
10411.0,23.0,100.0,9.0,4140.23,5/1/2005,Shipped,Qui_2,5.0,2005.0,Classic Cars,214.0,S10_1949,Furniture,Desk,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Unknown,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium,Fresnisre Jean,EXPENSIVE,GOOD,1971.0,,,
10270.0,21.0,63.35,5.0,1330.35,7/19/2004,Shipped,Qui_3,7.0,2004.0,Trucks and Buses,64.0,S32_3522,Office Supplies,Lamp,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,Huxley Adrian,CHEAP,GOOD,1992.0,,,
10349.0,33.0,46.53,1.0,1535.49,12/1/2004,Shipped,Qui_4,12.0,2004.0,Trucks and Buses,54.0,S32_2509,Office Supplies,Pen,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Small,Young Jeff,CHEAP,GOOD,1977.0,,,
10350.0,34.0,50.33,7.0,1711.22,12/2/2004,Shipped,Qui_4,12.0,2004.0,Ships,122.0,S24_2011,Office Supplies,Pen,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego,CHEAP,GOOD,1977.0,,,
10293.0,21.0,100.0,2.0,2941.89,9/9/2004,Shipped,Qui_3,9.0,2004.0,Ships,122.0,S24_2011,Office Supplies,Pen,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Unknown,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,Accorti Paolo,EXPENSIVE,GOOD,1975.0,,,
10385.0,37.0,85.54,2.0,3164.98,2/28/2005,Shipped,Qui_1,2.0,2005.0,Vintage Cars,83.0,S24_3816,Office Supplies,Pen,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,Nelson Valarie,EXPENSIVE,GOOD,1990.0,,,
10227.0,40.0,79.62,15.0,3184.8,3/2/2004,Shipped,Qui_1,3.0,2004.0,Classic Cars,85.0,S24_3191,Office Supplies,Ruler,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Unknown,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,Saveley Mary,EXPENSIVE,GOOD,1989.0,,,
10283.0,22.0,88.15,10.0,1939.3,8/20/2004,Shipped,Qui_3,8.0,2004.0,Ships,100.0,S700_3505,Technology,Laptop,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Unknown,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Small,Lincoln Elizabeth,EXPENSIVE,GOOD,1990.0,,,
10276.0,30.0,100.0,5.0,3924.6,8/2/2004,Shipped,Qui_3,8.0,2004.0,Classic Cars,146.0,S18_3482,Furniture,Bookshelf,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Unknown,Brickhaven,MA,58339,USA,,Barajas,Miguel,Medium,Barajas Miguel,EXPENSIVE,GOOD,1992.0,,,
10313.0,21.0,100.0,11.0,2669.1,10/22/2004,Shipped,Qui_4,10.0,2004.0,Trucks and Buses,136.0,S12_1666,Furniture,Cabinet,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Unknown,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Small,Tannamuri Yoshi,EXPENSIVE,GOOD,1985.0,,,
10412.0,60.0,100.0,9.0,11887.8,5/3/2005,Shipped,Qui_2,5.0,2005.0,Classic Cars,169.0,S18_3232,Furniture,Table,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large,Freyre Diego,EXPENSIVE,EXCELLENT,2000.0,,,
10275.0,28.0,63.97,12.0,1791.16,7/23/2004,Shipped,Qui_3,7.0,2004.0,Vintage Cars,68.0,S32_4289,Office Supplies,Ruler,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Unknown,Nantes,,44000,France,EMEA,Labrune,Janine,Small,Labrune Janine,CHEAP,GOOD,1992.0,,,
10359.0,49.0,62.09,5.0,3042.41,12/15/2004,Shipped,Qui_4,12.0,2004.0,Classic Cars,173.0,S12_3891,Furniture,Bookshelf,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Unknown,Reims,,51100,France,EMEA,Henriot,Paul,Medium,Henriot Paul,CHEAP,GOOD,1965.0,,,
10308.0,46.0,66.04,10.0,3037.84,10/15/2004,Shipped,Qui_4,10.0,2004.0,Vintage Cars,68.0,S32_4289,Office Supplies,Ruler,Mini Classics,9145554562,3758 North Pendale Street,Unknown,White Plains,NY,24067,USA,,Frick,Steve,Medium,Frick Steve,EXPENSIVE,GOOD,1977.0,,,
10120.0,49.0,50.62,12.0,2480.38,4/29/2003,Shipped,Qui_2,4.0,2003.0,Vintage Cars,43.0,S50_1341,Accessories,Keyboard,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,Ferguson Peter,CHEAP,GOOD,1970.0,,,
10194.0,49.0,100.0,1.0,5760.93,11/25/2003,Shipped,Qui_4,11.0,2003.0,Trucks and Buses,127.0,S24_2300,Office Supplies,Pen,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Unknown,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,Saveley Mary,EXPENSIVE,GOOD,1999.0,,,
10390.0,35.0,65.13,4.0,2279.55,3/4/2005,Shipped,Qui_1,3.0,2005.0,Motorcycles,69.0,S24_2360,Office Supplies,Eraser,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,Nelson Valarie,EXPENSIVE,GOOD,1974.0,,,
10159.0,27.0,80.34,11.0,2169.18,10/10/2003,Shipped,Qui_4,10.0,2003.0,Motorcycles,69.0,S24_2360,Office Supplies,Eraser,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Unknown,San Francisco,CA,,USA,,Brown,Julie,Small,Brown Julie,EXPENSIVE,GOOD,1976.0,,,
10131.0,40.0,100.0,1.0,4427.6,6/16/2003,Shipped,Qui_2,6.0,2003.0,Planes,99.0,S700_2466,Technology,Smart watch,Gift Ideas Corp.,2035554407,2440 Pompton St.,Unknown,Glendale,CT,97561,USA,,Lewis,Dan,Medium,Lewis Dan,EXPENSIVE,GOOD,1967.0,,,
10363.0,46.0,60.3,10.0,2773.8,1/6/2005,Shipped,Qui_1,1.0,2005.0,Classic Cars,80.0,S18_3278,Furniture,Cabinet,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Unknown,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,Suominen Kalle,CHEAP,GOOD,1968.0,,,
10143.0,31.0,85.29,16.0,2643.99,8/10/2003,Shipped,Qui_3,8.0,2003.0,Ships,72.0,S700_2610,Technology,Laptop,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Unknown,New Bedford,MA,50553,USA,,Tam,Wing C,Small,Tam WingC,EXPENSIVE,GOOD,1960.0,,,
10420.0,45.0,100.0,2.0,4977.0,5/29/2005,In Process,Qui_2,5.0,2005.0,Vintage Cars,127.0,S18_2325,Furniture,Table,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,Huxley Adrian,EXPENSIVE,GOOD,1966.0,,,
10390.0,37.0,100.0,5.0,4894.73,3/4/2005,Shipped,Qui_1,3.0,2005.0,Classic Cars,37.0,S24_2972,Office Supplies,Eraser,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,Nelson Valarie,EXPENSIVE,GOOD,1990.0,,,
10281.0,25.0,100.0,5.0,4191.25,8/19/2004,Shipped,Qui_3,8.0,2004.0,Classic Cars,169.0,S18_3232,Furniture,Table,Diecast Classics Inc.,2155551555,7586 Pompton St.,Unknown,Allentown,PA,70267,USA,,Yu,Kyung,Medium,Yu Kyung,EXPENSIVE,GOOD,1989.0,,,
10331.0,26.0,67.91,12.0,1765.66,11/17/2004,Shipped,Qui_4,11.0,2004.0,Classic Cars,141.0,S18_3685,Furniture,Bookshelf,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Unknown,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Small,Hernandez Rosa,EXPENSIVE,GOOD,1983.0,,,
10284.0,22.0,100.0,3.0,2310.88,8/21/2004,Shipped,Qui_3,8.0,2004.0,Planes,109.0,S24_1785,Office Supplies,Ruler,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Unknown,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,Klaeboe Jan,EXPENSIVE,GOOD,1983.0,,,
10402.0,45.0,100.0,1.0,5833.8,4/7/2005,Shipped,Qui_2,4.0,2005.0,Motorcycles,118.0,S10_2016,Furniture,Chair,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Unknown,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,Perrier Dominique,EXPENSIVE,GOOD,1979.0,,,
